POS,frequency of heterozygosity,total reads,coverage,,
459466,115,604,0.190397351,,
505398,115,746,0.154155496,,
579762,115,735,0.156462585,,
593517,115,628,0.183121019,,
623032,115,642,0.179127726,,
629595,115,685,0.167883212,,
701922,115,656,0.175304878,,
808996,115,640,0.1796875,,
846137,115,659,0.174506829,,
939227,115,623,0.18459069,,
981096,115,780,0.147435897,,
1051341,115,665,0.172932331,,
1053397,115,674,0.170623145,,
1057799,115,665,0.172932331,,
1254508,115,588,0.195578231,,
1298024,115,634,0.181388013,,
1302811,115,852,0.134976526,,
1302919,115,948,0.121308017,,
1338322,115,539,0.213358071,,
1371136,115,807,0.142503098,,
1457633,115,706,0.162889518,,
1460832,115,625,0.184,,
1462110,115,768,0.149739583,,
1463657,115,703,0.163584637,,
1511510,115,672,0.171130952,,
1523192,115,595,0.193277311,,
18805,116,704,0.164772727,,
52093,116,624,0.185897436,,
92364,116,658,0.176291793,,
128121,116,657,0.176560122,,
136920,116,748,0.155080214,,
145805,116,642,0.180685358,,
147362,116,702,0.165242165,,
149500,116,588,0.197278912,,
150307,116,609,0.19047619,,
150567,116,636,0.182389937,,
151009,116,792,0.146464646,,
156591,116,677,0.171344165,,
187060,116,807,0.143742255,,
192855,116,628,0.184713376,,
248899,116,649,0.178736518,,
329706,116,795,0.14591195,,
329738,116,785,0.147770701,,
364735,116,659,0.176024279,,
380086,116,672,0.172619048,,
410485,116,858,0.135198135,,
435246,116,886,0.130925508,,
652203,116,726,0.159779614,,
682954,116,724,0.160220994,,
692212,116,628,0.184713376,,
713335,116,655,0.177099237,,
716206,116,686,0.16909621,,
802842,116,864,0.134259259,,
845959,116,655,0.177099237,,
860711,116,690,0.168115942,,
865291,116,640,0.18125,,
972465,116,574,0.202090592,,
1058083,116,739,0.156968877,,
1182098,116,629,0.184419714,,
1216903,116,783,0.148148148,,
1274840,116,690,0.168115942,,
1293998,116,692,0.167630058,,
1297890,116,668,0.173652695,,
1324046,116,740,0.156756757,,
1338291,116,625,0.1856,,
1338475,116,698,0.166189112,,
1442081,116,711,0.163150492,,
1458951,116,628,0.184713376,,
1460774,116,589,0.196943973,,
1460968,116,623,0.186195827,,
1487920,116,679,0.17083947,,
1503776,116,562,0.206405694,,
1518334,116,888,0.130630631,,
78875,117,712,0.164325843,,
85346,117,586,0.199658703,,
88441,117,709,0.165021157,,
97262,117,688,0.17005814,,
99854,117,805,0.145341615,,
149311,117,595,0.196638655,,
150745,117,621,0.188405797,,
202448,117,723,0.161825726,,
214858,117,713,0.164095372,,
262660,117,668,0.175149701,,
446581,117,707,0.165487977,,
526591,117,799,0.146433041,,
598184,117,625,0.1872,,
598474,117,715,0.163636364,,
623653,117,784,0.149234694,,
652205,117,709,0.165021157,,
678128,117,695,0.168345324,,
697612,117,660,0.177272727,,
701457,117,699,0.167381974,,
710478,117,706,0.16572238,,
716156,117,612,0.191176471,,
757409,117,595,0.196638655,,
837638,117,771,0.151750973,,
910688,117,675,0.173333333,,
928756,117,759,0.154150198,,
944433,117,632,0.185126582,,
961937,117,759,0.154150198,,
972240,117,795,0.147169811,,
999930,117,695,0.168345324,,
1051307,117,639,0.183098592,,
1057426,117,671,0.174366617,,
1057712,117,734,0.159400545,,
1143051,117,818,0.143031785,,
1152946,117,768,0.15234375,,
1217215,117,707,0.165487977,,
1241771,117,685,0.17080292,,
1249273,117,757,0.154557464,,
1262787,117,658,0.17781155,,
1265205,117,662,0.17673716,,
1297994,117,727,0.160935351,,
1304580,117,771,0.151750973,,
1304682,117,687,0.170305677,,
1338321,117,564,0.207446809,,
1339590,117,814,0.143734644,,
1419777,117,669,0.174887892,,
1423134,117,747,0.156626506,,
1473634,117,628,0.186305732,,
1497214,117,595,0.196638655,,
64950,118,851,0.1386604,,
109331,118,766,0.154046997,,
123745,118,681,0.173274596,,
137047,118,674,0.175074184,,
137808,118,802,0.14713217,,
148638,118,659,0.179059181,,
171223,118,735,0.160544218,,
185458,118,744,0.158602151,,
503412,118,708,0.166666667,,
526594,118,827,0.142684401,,
526651,118,714,0.165266106,,
539142,118,641,0.184087363,,
664347,118,702,0.168091168,,
689214,118,606,0.194719472,,
697144,118,774,0.15245478,,
716020,118,783,0.150702427,,
759941,118,605,0.195041322,,
774536,118,783,0.150702427,,
774731,118,704,0.167613636,,
808940,118,627,0.188197767,,
819998,118,760,0.155263158,,
1051340,118,689,0.1712627,,
1216417,118,668,0.176646707,,
1220405,118,670,0.176119403,,
1221065,118,676,0.174556213,,
1238608,118,759,0.155467721,,
1257459,118,757,0.155878468,,
1268154,118,736,0.160326087,,
1272748,118,633,0.186413902,,
1274867,118,701,0.168330956,,
1328111,118,591,0.199661591,,
1331502,118,679,0.173784978,,
1331503,118,675,0.174814815,,
1336509,118,689,0.1712627,,
1455920,118,699,0.168812589,,
1460763,118,612,0.192810458,,
1472819,118,699,0.168812589,,
1473635,118,686,0.172011662,,
1475397,118,647,0.182380216,,
1485210,118,816,0.144607843,,
1522934,118,625,0.1888,,
30826,119,674,0.176557864,,
35807,119,647,0.183925811,,
37147,119,621,0.191626409,,
82754,119,745,0.159731544,,
92350,119,730,0.163013699,,
186587,119,810,0.14691358,,
204557,119,697,0.170731707,,
240868,119,675,0.176296296,,
278692,119,685,0.173722628,,
347619,119,840,0.141666667,,
400242,119,794,0.149874055,,
400395,119,625,0.1904,,
403543,119,757,0.157199472,,
614738,119,602,0.197674419,,
785924,119,726,0.163911846,,
793403,119,599,0.198664441,,
962545,119,688,0.172965116,,
999724,119,668,0.178143713,,
1007021,119,649,0.183359014,,
1053528,119,627,0.189792663,,
1150352,119,714,0.166666667,,
1151115,119,1012,0.117588933,,
1297136,119,763,0.155963303,,
1302821,119,858,0.138694639,,
1304837,119,681,0.174743025,,
1328033,119,659,0.180576631,,
1332073,119,757,0.157199472,,
1429316,119,625,0.1904,,
1457664,119,659,0.180576631,,
1460798,119,619,0.192245557,,
1469751,119,692,0.171965318,,
1516038,119,775,0.153548387,,
1516976,119,684,0.173976608,,
1522967,119,667,0.178410795,,
19143,120,710,0.169014085,,
34063,120,751,0.159786951,,
52141,120,727,0.165061898,,
97639,120,793,0.151324086,,
102841,120,765,0.156862745,,
104978,120,762,0.157480315,,
108056,120,598,0.200668896,,
114797,120,687,0.174672489,,
118765,120,746,0.160857909,,
134327,120,593,0.202360877,,
184893,120,661,0.181543116,,
198778,120,583,0.205831904,,
232302,120,718,0.167130919,,
233551,120,678,0.17699115,,
251097,120,583,0.205831904,,
257223,120,731,0.164158687,,
287679,120,675,0.177777778,,
288597,120,621,0.193236715,,
380580,120,673,0.178306092,,
403544,120,759,0.158102767,,
421109,120,834,0.143884892,,
428558,120,802,0.149625935,,
553591,120,746,0.160857909,,
561251,120,721,0.166435506,,
583433,120,794,0.151133501,,
637211,120,725,0.165517241,,
664509,120,756,0.158730159,,
688602,120,617,0.194489465,,
712122,120,707,0.169731259,,
719695,120,843,0.142348754,,
827535,120,873,0.137457045,,
844040,120,692,0.173410405,,
847053,120,737,0.162822252,,
928753,120,776,0.154639175,,
942533,120,684,0.175438596,,
959371,120,648,0.185185185,,
980269,120,805,0.149068323,,
980341,120,664,0.180722892,,
1057517,120,700,0.171428571,,
1153177,120,754,0.159151194,,
1289816,120,694,0.172910663,,
1331509,120,725,0.165517241,,
1339080,120,611,0.196399345,,
1444364,120,730,0.164383562,,
1445015,120,617,0.194489465,,
1453300,120,771,0.155642023,,
1469510,120,693,0.173160173,,
1497133,120,675,0.177777778,,
1498527,120,674,0.178041543,,
1511659,120,647,0.185471406,,
1517709,120,764,0.157068063,,
1522920,120,613,0.195758564,,
31833,121,781,0.154929577,,
55588,121,738,0.16395664,,
110696,121,671,0.180327869,,
120215,121,746,0.162198391,,
154012,121,687,0.176128093,,
184860,121,721,0.167822469,,
193178,121,776,0.155927835,,
193763,121,642,0.18847352,,
221899,121,697,0.173601148,,
232245,121,869,0.139240506,,
282129,121,876,0.138127854,,
298148,121,942,0.128450106,,
428383,121,655,0.184732824,,
509469,121,726,0.166666667,,
526480,121,810,0.149382716,,
664395,121,843,0.143534994,,
688689,121,713,0.16970547,,
692602,121,690,0.175362319,,
697118,121,752,0.160904255,,
745766,121,716,0.168994413,,
778122,121,671,0.180327869,,
803500,121,752,0.160904255,,
803521,121,779,0.155327343,,
844178,121,725,0.166896552,,
845818,121,884,0.136877828,,
948450,121,827,0.146311971,,
981087,121,815,0.148466258,,
1051356,121,776,0.155927835,,
1082851,121,878,0.137813212,,
1268647,121,654,0.185015291,,
1291853,121,671,0.180327869,,
1341731,121,676,0.178994083,,
1374590,121,699,0.173104435,,
1424238,121,782,0.154731458,,
1433693,121,585,0.206837607,,
1443535,121,701,0.172610556,,
1446425,121,705,0.171631206,,
1446428,121,716,0.168994413,,
1446434,121,688,0.175872093,,
1448745,121,879,0.137656428,,
1458898,121,651,0.185867896,,
1458915,121,655,0.184732824,,
1462089,121,832,0.145432692,,
1485812,121,656,0.18445122,,
1487917,121,689,0.175616836,,
1493956,121,718,0.168523677,,
1515946,121,783,0.154533844,,
1517745,121,732,0.165300546,,
107759,122,651,0.187403994,,
118702,122,680,0.179411765,,
131075,122,698,0.1747851,,
136516,122,786,0.155216285,,
140808,122,764,0.159685864,,
145686,122,954,0.1278826,,
145687,122,924,0.132034632,,
161826,122,803,0.151930262,,
233173,122,651,0.187403994,,
296063,122,652,0.187116564,,
300736,122,687,0.177583697,,
317793,122,664,0.18373494,,
332744,122,651,0.187403994,,
335332,122,746,0.163538874,,
375947,122,632,0.193037975,,
456007,122,716,0.170391061,,
507975,122,785,0.155414013,,
509488,122,731,0.166894665,,
526657,122,751,0.162450067,,
583767,122,660,0.184848485,,
586725,122,701,0.17403709,,
657111,122,667,0.182908546,,
671958,122,784,0.155612245,,
673957,122,710,0.171830986,,
710996,122,743,0.164199192,,
745008,122,798,0.152882206,,
786128,122,774,0.157622739,,
1057573,122,622,0.196141479,,
1057603,122,638,0.191222571,,
1173622,122,737,0.165535957,,
1173678,122,753,0.162018592,,
1264448,122,757,0.161162483,,
1264956,122,872,0.139908257,,
1293602,122,568,0.214788732,,
1304226,122,696,0.175287356,,
1306774,122,710,0.171830986,,
1313549,122,718,0.169916435,,
1314911,122,793,0.153846154,,
1368624,122,795,0.153459119,,
1375261,122,885,0.137853107,,
1421972,122,798,0.152882206,,
1430241,122,664,0.18373494,,
1449406,122,802,0.152119701,,
1465791,122,782,0.15601023,,
1468839,122,688,0.177325581,,
1471220,122,782,0.15601023,,
1516137,122,671,0.181818182,,
19132,123,691,0.178002894,,
28542,123,784,0.156887755,,
39281,123,732,0.168032787,,
43482,123,678,0.181415929,,
97292,123,708,0.173728814,,
116794,123,779,0.157894737,,
135409,123,576,0.213541667,,
252231,123,714,0.172268908,,
259484,123,949,0.129610116,,
265606,123,680,0.180882353,,
267063,123,740,0.166216216,,
296083,123,622,0.197749196,,
363194,123,742,0.165768194,,
403580,123,729,0.16872428,,
422737,123,700,0.175714286,,
526636,123,763,0.161205767,,
553583,123,717,0.171548117,,
555452,123,774,0.158914729,,
561304,123,711,0.172995781,,
602645,123,781,0.157490397,,
659689,123,708,0.173728814,,
688643,123,690,0.17826087,,
713520,123,833,0.147659064,,
713757,123,708,0.173728814,,
778415,123,767,0.160365059,,
778856,123,771,0.159533074,,
813811,123,708,0.173728814,,
830619,123,621,0.198067633,,
970658,123,791,0.155499368,,
1013385,123,646,0.190402477,,
1057925,123,981,0.125382263,,
1075948,123,703,0.174964438,,
1173670,123,714,0.172268908,,
1216558,123,781,0.157490397,,
1254171,123,594,0.207070707,,
1271812,123,668,0.184131737,,
1297070,123,666,0.184684685,,
1309975,123,765,0.160784314,,
1330934,123,961,0.127991675,,
1338585,123,775,0.158709677,,
1338669,123,755,0.162913907,,
1387436,123,785,0.156687898,,
1400438,123,893,0.137737962,,
1455937,123,734,0.167574932,,
1458243,123,683,0.180087848,,
1460534,123,687,0.179039301,,
1462035,123,841,0.146254459,,
1519177,123,721,0.170596394,,
1522431,123,733,0.167803547,,
19153,124,768,0.161458333,,
33253,124,700,0.177142857,,
37138,124,671,0.184798808,,
47467,124,768,0.161458333,,
83241,124,697,0.177905308,,
91642,124,751,0.165113182,,
112515,124,606,0.204620462,,
147374,124,741,0.16734143,,
147431,124,702,0.176638177,,
150784,124,694,0.178674352,,
193364,124,795,0.155974843,,
221995,124,861,0.144018583,,
265841,124,707,0.175388967,,
289365,124,859,0.1443539,,
329052,124,701,0.176890157,,
339115,124,801,0.154806492,,
347623,124,873,0.142038946,,
400290,124,770,0.161038961,,
400404,124,646,0.191950464,,
416675,124,639,0.194053208,,
505577,124,729,0.170096022,,
521776,124,737,0.168249661,,
568131,124,652,0.190184049,,
596184,124,684,0.18128655,,
651672,124,897,0.138238573,,
655491,124,688,0.180232558,,
677241,124,730,0.169863014,,
697201,124,738,0.16802168,,
710466,124,693,0.178932179,,
710492,124,746,0.166219839,,
715026,124,562,0.220640569,,
716179,124,665,0.186466165,,
729752,124,704,0.176136364,,
806046,124,952,0.130252101,,
807121,124,663,0.187028658,,
820028,124,776,0.159793814,,
827907,124,781,0.158770807,,
849395,124,733,0.169167804,,
849478,124,872,0.142201835,,
853448,124,790,0.156962025,,
928636,124,838,0.14797136,,
931560,124,666,0.186186186,,
951086,124,670,0.185074627,,
978043,124,775,0.16,,
1001983,124,808,0.153465347,,
1254750,124,816,0.151960784,,
1262394,124,743,0.166890983,,
1291676,124,844,0.146919431,,
1293522,124,651,0.19047619,,
1293527,124,649,0.191063174,,
1314605,124,724,0.171270718,,
1330885,124,846,0.146572104,,
1347437,124,773,0.160413972,,
1371004,124,744,0.166666667,,
1379888,124,913,0.135815991,,
1403771,124,666,0.186186186,,
1431080,124,806,0.153846154,,
1448735,124,879,0.141069397,,
1460813,124,636,0.194968553,,
1460877,124,695,0.178417266,,
1492922,124,737,0.168249661,,
1504103,124,594,0.208754209,,
18882,125,849,0.147232038,,
31709,125,709,0.176304654,,
50895,125,876,0.142694064,,
79744,125,683,0.183016105,,
81776,125,788,0.158629442,,
98297,125,961,0.130072841,,
101679,125,790,0.158227848,,
116482,125,596,0.209731544,,
185023,125,690,0.18115942,,
217904,125,648,0.192901235,,
217905,125,671,0.186289121,,
221511,125,969,0.128998968,,
229033,125,810,0.154320988,,
232127,125,921,0.135722041,,
233198,125,704,0.177556818,,
250746,125,688,0.181686047,,
260180,125,888,0.140765766,,
263044,125,632,0.19778481,,
273339,125,745,0.167785235,,
276204,125,681,0.183553598,,
351207,125,654,0.191131498,,
351214,125,650,0.192307692,,
372060,125,812,0.153940887,,
455752,125,860,0.145348837,,
526763,125,799,0.156445557,,
685189,125,768,0.162760417,,
701448,125,803,0.155666252,,
713871,125,767,0.162972621,,
729030,125,785,0.159235669,,
750047,125,729,0.171467764,,
818102,125,759,0.164690382,,
934109,125,708,0.176553672,,
941705,125,817,0.152998776,,
944463,125,684,0.182748538,,
1057601,125,645,0.19379845,,
1187273,125,676,0.184911243,,
1246650,125,856,0.146028037,,
1248985,125,801,0.156054931,,
1293471,125,662,0.188821752,,
1313459,125,746,0.167560322,,
1328084,125,674,0.185459941,,
1333799,125,884,0.141402715,,
1339670,125,941,0.132837407,,
1340982,125,787,0.158831004,,
1408760,125,783,0.159642401,,
1416545,125,773,0.161707633,,
1444544,125,835,0.149700599,,
1460475,125,792,0.157828283,,
1472829,125,723,0.172890733,,
1474139,125,876,0.142694064,,
1485724,125,752,0.166223404,,
1498915,125,811,0.154130703,,
1514885,125,708,0.176553672,,
1519393,125,853,0.146541618,,
17955,126,626,0.201277955,,
21083,126,820,0.153658537,,
28578,126,783,0.16091954,,
33853,126,771,0.163424125,,
39782,126,646,0.19504644,,
75208,126,696,0.181034483,,
130967,126,675,0.186666667,,
144796,126,704,0.178977273,,
184999,126,712,0.176966292,,
188469,126,727,0.173314993,,
195909,126,844,0.1492891,,
204469,126,825,0.152727273,,
211684,126,687,0.183406114,,
232181,126,796,0.158291457,,
296009,126,744,0.169354839,,
298091,126,893,0.141097424,,
302416,126,537,0.234636872,,
325302,126,615,0.204878049,,
380063,126,712,0.176966292,,
404304,126,788,0.159898477,,
526456,126,799,0.157697121,,
526633,126,761,0.165571616,,
526741,126,824,0.152912621,,
553624,126,746,0.168900804,,
583013,126,767,0.164276402,,
589643,126,651,0.193548387,,
633882,126,663,0.190045249,,
664444,126,853,0.147713951,,
670418,126,705,0.178723404,,
691936,126,743,0.169582773,,
692839,126,753,0.167330677,,
732272,126,690,0.182608696,,
757412,126,627,0.200956938,,
796092,126,720,0.175,,
805615,126,1030,0.122330097,,
805620,126,1059,0.11898017,,
839045,126,767,0.164276402,,
846996,126,749,0.168224299,,
955293,126,923,0.136511376,,
961848,126,830,0.151807229,,
1051370,126,804,0.156716418,,
1051452,126,809,0.155747837,,
1149107,126,607,0.207578254,,
1151094,126,1073,0.117427773,,
1188416,126,740,0.17027027,,
1248319,126,690,0.182608696,,
1254735,126,863,0.146002317,,
1268315,126,864,0.145833333,,
1303037,126,790,0.159493671,,
1309983,126,731,0.172366621,,
1330877,126,826,0.152542373,,
1337917,126,886,0.14221219,,
1338366,126,650,0.193846154,,
1406432,126,785,0.160509554,,
1425237,126,810,0.155555556,,
1457142,126,793,0.15889029,,
1459840,126,727,0.173314993,,
1487967,126,653,0.19295559,,
40666,127,729,0.174211248,,
41318,127,879,0.144482366,,
54490,127,751,0.169107856,,
98807,127,615,0.206504065,,
113548,127,779,0.163029525,,
115541,127,772,0.164507772,,
153691,127,903,0.140642303,,
184859,127,771,0.164721141,,
185497,127,863,0.147161066,,
251115,127,652,0.194785276,,
301610,127,854,0.148711944,,
333642,127,687,0.184861718,,
377123,127,864,0.146990741,,
386719,127,751,0.169107856,,
402050,127,804,0.157960199,,
412304,127,789,0.160963245,,
526957,127,757,0.167767503,,
578566,127,877,0.144811859,,
590328,127,823,0.154313487,,
641150,127,723,0.175656985,,
683639,127,714,0.177871148,,
689403,127,686,0.185131195,,
774730,127,762,0.166666667,,
777029,127,739,0.171853857,,
793554,127,856,0.148364486,,
793726,127,738,0.172086721,,
802824,127,876,0.144977169,,
826033,127,686,0.185131195,,
838119,127,745,0.170469799,,
931540,127,716,0.177374302,,
933755,127,924,0.137445887,,
944564,127,753,0.168658699,,
948510,127,765,0.166013072,,
959478,127,690,0.184057971,,
980415,127,811,0.156596794,,
997278,127,725,0.175172414,,
1166055,127,786,0.161577608,,
1254967,127,690,0.184057971,,
1264283,127,708,0.179378531,,
1296388,127,765,0.166013072,,
1298054,127,760,0.167105263,,
1316046,127,656,0.193597561,,
1366750,127,685,0.18540146,,
1406875,127,749,0.169559413,,
1407899,127,725,0.175172414,,
