POS,freq,psl5,psl2,psl5/psl2,inconclusive
804011,1228,367,840,21,0
804185,2,2,0,0,0
804191,5,5,0,0,0
804209,49,40,5,4,0
804216,2,2,0,0,0
804217,2,2,0,0,0
804223,2,2,0,0,0
804227,2,2,0,0,0
804232,2,2,0,0,0
804591,711,24,685,2,0
805589,1210,403,773,34,0
805615,1311,496,792,23,0
805620,1320,514,781,25,0
805658,1447,612,801,34,0
805735,1297,606,670,21,0
805798,1236,560,646,30,0
805830,1216,560,626,30,0
806046,1288,550,712,26,0
806121,1403,591,777,35,0
806142,1486,640,811,35,0
806174,1520,650,825,45,0
806233,1555,694,816,45,0
806292,1468,671,766,31,0
806407,960,633,322,5,0
806486,1389,627,736,26,0
806513,1505,696,768,41,0
806514,1512,686,786,40,0
806584,1586,778,770,38,0
806752,1170,586,560,24,0
807121,1173,593,550,30,0
807222,1115,564,527,24,0
807529,1612,817,745,50,0
807916,1719,852,811,56,0
808329,1739,827,863,49,0
808521,1504,701,741,62,0
808649,1512,672,780,60,0
808808,1069,471,580,18,0
808940,1139,503,599,37,0
808996,1124,508,582,34,0
809670,1146,522,603,21,0
809868,1149,562,561,26,0
810443,1343,685,633,25,0
810568,1437,713,678,46,0
810702,1468,691,721,56,0
811032,1466,687,734,45,0
811697,1427,712,672,43,0
811992,1746,844,849,53,0
812478,1314,588,678,48,0
812580,1237,565,633,39,0
812667,1154,571,552,31,0
812940,1120,571,532,17,0
813568,1362,688,632,42,0
813760,1297,653,600,44,0
813811,1224,571,618,35,0
814094,1610,814,746,50,0
814114,1598,812,741,45,0
814278,1650,789,813,48,0
814586,1597,775,783,39,0
815019,1038,149,880,9,0
815034,1420,596,771,53,0
815495,1508,740,727,41,0
815537,1469,759,667,43,0
815632,1301,636,633,32,0
815721,1476,692,742,42,0
815851,1562,745,766,51,0
815880,1606,770,781,55,0
816398,1327,680,600,47,0
816494,1341,707,601,33,0
816559,1474,768,673,33,0
816619,1470,782,655,33,0
817126,1383,702,643,38,0
817567,1652,815,783,54,0
817623,1723,851,810,62,0
818102,1295,614,644,37,0
818791,1302,632,640,30,0
819221,1079,510,551,18,0
819242,1113,518,572,23,0
819541,1604,735,824,45,0
819584,1310,606,670,34,0
819739,1309,622,652,35,0
819771,1379,643,698,38,0
819998,1270,631,609,30,0
820028,1265,639,594,32,0
820472,1462,701,716,45,0
821010,1516,750,736,30,0
821641,1243,576,629,38,0
822194,1323,625,666,32,0
822200,1312,632,651,29,0
822225,1358,672,659,27,0
822347,1303,623,642,38,0
822572,1205,595,583,27,0
822719,1237,604,605,28,0
823198,1478,717,724,37,0
823234,1438,682,715,41,0
825304,1366,650,684,32,0
826033,1261,621,602,38,0
826460,1379,682,654,43,0
826861,1618,735,828,55,0
826983,1354,656,659,39,0
827442,1286,646,614,26,0
827535,1298,595,673,30,0
827581,1397,685,682,30,0
827881,1283,620,624,39,0
827907,1234,608,591,35,0
828290,1248,577,635,36,0
828495,1389,674,674,41,0
829452,1583,754,788,41,0
830103,1528,738,744,46,0
830121,1524,740,746,38,0
830274,1339,658,643,38,0
830619,1274,588,655,31,0
830754,1193,586,579,28,0
831279,1760,863,847,50,0
831596,1404,699,668,37,0
831797,1586,750,786,50,0
831877,1618,771,790,57,0
832054,1493,691,743,59,0
832057,1481,688,743,50,0
832353,1421,695,684,42,0
832597,1551,723,783,45,0
832700,1500,757,705,38,0
832844,1694,803,830,61,0
833061,1509,702,772,35,0
833173,1520,713,756,51,0
833459,1372,678,656,38,0
833668,1276,589,652,35,0
833693,1220,603,580,37,0
833772,1148,549,569,30,0
833834,1167,588,545,34,0
833891,1252,637,583,32,0
834320,1513,730,748,35,0
834790,1394,657,702,35,0
834899,1536,742,751,43,0
835091,1469,711,717,41,0
835319,1563,760,762,41,0
835976,1373,647,688,38,0
836028,1350,659,654,37,0
836148,1434,689,702,43,0
836356,1750,870,835,45,0
836436,1781,881,832,68,0
836558,1386,685,660,41,0
836844,1288,647,597,44,0
836867,1282,625,622,35,0
837032,1408,703,658,47,0
837275,1559,761,754,44,0
837527,1096,554,505,37,0
837638,1217,610,581,26,0
837953,1278,641,602,35,0
838114,1380,713,641,26,0
838119,1355,700,633,22,0
838342,1701,846,805,50,0
838649,1195,564,606,25,0
838745,1320,627,654,39,0
838835,1423,715,663,45,0
839020,1413,687,678,48,0
839045,1249,598,613,38,0
839060,1271,602,628,41,0
839342,1364,682,641,41,0
839672,1224,587,604,33,0
839693,1228,595,593,40,0
839766,1273,643,606,24,0
839868,1381,666,677,38,0
840230,1306,651,618,37,0
840362,1358,629,691,38,0
840549,1521,754,726,41,0
840598,1554,766,745,43,0
840697,1332,687,612,33,0
841074,1407,717,658,32,0
841735,1505,688,767,50,0
841990,1702,789,861,52,0
842028,1834,881,903,50,0
842068,1782,836,897,49,0
842070,1764,834,884,46,0
842326,1714,796,862,56,0
842336,1749,814,882,53,0
842380,1730,822,857,51,0
842450,1658,826,781,51,0
842455,1677,811,812,54,0
842465,1640,813,775,52,0
842576,1389,662,683,44,0
842711,1035,603,425,7,0
843125,1357,676,649,32,0
843552,1606,753,817,36,0
843581,1679,809,817,53,0
843608,1776,846,865,65,0
843647,1838,834,937,67,0
843832,1394,624,724,46,0
843857,1403,660,699,44,0
843866,1403,649,718,36,0
844040,1256,605,616,35,0
844053,1214,607,582,25,0
844178,1311,601,686,24,0
844655,1302,590,667,45,0
844673,1330,593,694,43,0
845136,1591,735,812,44,0
845309,1510,786,689,35,0
845391,1439,718,677,44,0
845567,1437,746,640,51,0
845568,1441,742,652,47,0
845613,1497,795,661,41,0
845739,1279,609,635,35,0
845818,1267,698,548,21,0
845959,1248,558,653,37,0
846137,1189,532,630,27,0
846477,1252,591,632,29,0
846900,1297,634,634,29,0
846915,1298,624,647,27,0
846996,1277,652,593,32,0
847053,1292,665,603,24,0
847395,1298,601,662,35,0
847524,1318,651,622,45,0
847527,1330,657,638,35,0
847680,1509,767,700,42,0
847796,1521,744,735,42,0
847966,1502,727,733,42,0
848136,1745,821,862,62,0
848940,1348,642,668,38,0
848977,1417,670,710,37,0
849395,1160,520,611,29,0
849478,1253,653,578,22,0
849555,1398,712,646,40,0
849735,1451,710,695,46,0
849796,1477,726,716,35,0
849849,1540,757,740,43,0
850164,1403,669,692,42,0
850450,1448,676,735,37,0
851071,1523,736,724,63,0
851208,1395,641,705,49,0
852313,1448,736,675,37,0
853448,1258,639,585,34,0
855179,1291,620,644,27,0
855322,1354,668,650,36,0
855709,1429,691,706,32,0
855890,1283,592,657,34,0
856315,2062,964,1020,78,0
856366,2059,988,1001,70,0
856696,1380,741,598,41,0
857627,1367,658,664,45,0
858371,1157,555,571,31,0
858952,1377,658,693,26,0
860711,1201,579,591,31,0
860764,1242,602,602,38,0
861257,1257,620,595,42,0
861716,1447,722,694,31,0
862580,1313,606,671,36,0
863847,1449,735,679,35,0
863856,1409,699,673,37,0
864978,1775,970,758,47,0
865291,1184,582,571,31,0
866146,1858,892,899,67,0
866436,1381,655,690,36,0
866723,1476,717,705,54,0
866949,1331,606,683,42,0
866998,1283,587,652,44,0
867546,1475,710,721,44,0
867677,1292,602,658,32,0
867712,1253,574,638,41,0
867821,1475,728,703,44,0
867828,1465,701,728,36,0
867831,1454,708,712,34,0
867837,1491,716,739,36,0
867841,1474,714,717,43,0
867989,1593,747,807,39,0
868027,1757,831,875,51,0
868348,1296,606,652,38,0
868576,1283,615,642,26,0
868578,1282,607,649,26,0
868817,1353,658,655,40,0
868916,1357,674,645,38,0
870699,1414,714,657,43,0
875193,440,100,336,4,0
876423,13,13,0,0,0
876426,27,27,0,0,0
876432,34,34,0,0,0
878397,152,19,132,1,0
880697,83,0,83,0,0
880880,410,104,305,1,0
884340,1364,631,700,33,0
884761,1171,559,578,34,0
887044,954,481,444,29,0
889122,1502,765,704,33,0
890632,1471,724,701,46,0
892662,1259,681,544,34,0
892764,661,398,249,14,0
893039,1434,716,683,35,0
893156,1194,570,596,28,0
893485,1308,632,641,35,0
893751,1343,607,688,48,0
894453,1660,782,819,59,0
895044,1300,625,628,47,0
901107,2317,1092,1166,59,0
903931,1537,802,692,43,0
907266,1660,813,786,61,0
909447,1507,709,754,44,0
910688,1196,570,595,31,0
911925,1274,564,681,29,0
912355,1385,800,533,52,0
912461,1672,836,784,52,0
912494,1489,733,709,47,0
912556,1610,807,759,44,0
912575,1596,766,788,42,0
913201,1867,932,872,63,0
913596,1731,793,875,63,0
913702,1818,817,938,63,0
913736,1761,844,847,70,0
913833,1510,765,704,41,0
913863,1413,683,689,41,0
913903,1366,627,700,39,0
913904,1382,648,698,36,0
913905,1356,637,681,38,0
913973,1396,700,664,32,0
914065,1321,661,629,31,0
914455,1550,724,769,57,0
914816,1460,683,736,41,0
914902,1418,658,711,49,0
916142,1716,757,902,57,0
916254,1686,831,810,45,0
917149,1506,724,743,39,0
917464,1483,695,737,51,0
917833,1687,790,850,47,0
918503,1549,719,776,54,0
918606,1511,724,746,41,0
920628,1647,754,823,70,0
922174,1360,690,642,28,0
924619,1540,743,753,44,0
925711,1346,603,696,47,0
926737,1005,641,356,8,0
926855,1495,661,776,58,0
926869,1540,691,803,46,0
926907,1583,716,825,42,0
926985,1296,612,648,36,0
926987,1320,616,666,38,0
927608,777,655,121,1,0
927628,919,588,324,7,0
928114,1627,757,811,59,0
928279,1407,709,666,32,0
928636,1250,617,612,21,0
928753,1265,584,652,29,0
928756,1263,587,646,30,0
928988,1584,767,767,50,0
929473,1324,704,584,36,0
929478,1256,564,656,36,0
929629,1502,776,681,45,0
929644,1411,690,677,44,0
929658,1449,710,693,46,0
929860,1413,650,719,44,0
930059,1431,668,723,40,0
930060,1438,680,725,33,0
930409,1508,715,749,44,0
930526,1391,702,650,39,0
930989,1401,739,626,36,0
931013,1492,795,655,42,0
931147,1614,800,764,50,0
931376,1440,658,737,45,0
931527,1430,704,674,52,0
931540,1348,691,623,34,0
931560,1259,614,611,34,0
931593,1149,524,594,31,0
931988,1407,667,698,42,0
932205,1333,638,657,38,0
932259,1356,635,676,45,0
932509,1236,554,639,43,0
933397,1576,746,786,44,0
933755,1243,616,602,25,0
933821,1294,608,654,32,0
933861,1312,623,663,26,0
933867,1316,634,657,25,0
933896,1364,664,670,30,0
934007,1560,803,721,36,0
934109,1215,582,597,36,0
934175,1078,542,510,26,0
934184,1121,568,524,29,0
934256,1015,539,454,22,0
934358,1078,522,532,24,0
934364,1102,537,544,21,0
934508,1389,642,712,35,0
934903,1374,628,709,37,0
934913,1345,593,714,38,0
935012,1420,664,717,39,0
935079,1404,669,686,49,0
935138,1380,614,717,49,0
935192,1290,591,669,30,0
935384,1493,675,769,49,0
935575,1548,745,768,35,0
935734,1491,725,711,55,0
935963,1565,733,792,40,0
936016,1344,623,680,41,0
936158,1436,643,745,48,0
936221,1637,758,831,48,0
936290,1567,713,798,56,0
936485,1722,852,821,49,0
936486,1732,858,818,56,0
937139,1414,666,708,40,0
937167,1391,661,698,32,0
937517,1322,634,653,35,0
937875,1489,705,748,36,0
938009,1323,638,651,34,0
938147,1417,680,702,35,0
938591,1348,651,663,34,0
939107,1307,643,635,29,0
939227,1095,564,498,33,0
939749,1311,605,668,38,0
940069,1490,722,734,34,0
940442,1390,651,698,41,0
940972,1517,770,714,33,0
940995,1494,761,698,35,0
941063,1449,729,681,39,0
941081,1380,665,674,41,0
941099,1409,649,723,37,0
941151,1295,623,640,32,0
941435,1494,734,721,39,0
941705,1305,605,667,33,0
941879,1381,667,681,33,0
941972,1363,687,640,36,0
942041,1351,667,638,46,0
942067,1361,655,663,43,0
942069,1339,630,665,44,0
942143,1320,633,651,36,0
942533,1371,637,703,31,0
942662,1312,608,674,30,0
942748,1302,631,635,36,0
942812,1188,569,585,34,0
943063,1406,690,679,37,0
943064,1403,696,669,38,0
943539,1628,782,806,40,0
943601,1660,817,809,34,0
943625,1497,723,732,42,0
943632,1465,686,732,47,0
943783,1453,734,680,39,0
944052,1241,614,570,57,0
944216,1419,681,694,44,0
944433,1131,543,553,35,0
944463,1174,568,576,30,0
944564,1269,617,619,33,0
945156,1365,667,658,40,0
945219,1776,866,860,50,0
945419,1090,562,512,16,0
945604,911,457,436,18,0
945712,1013,545,447,21,0
945892,1110,485,594,31,0
946425,1366,635,688,43,0
946560,1482,707,728,47,0
946753,1549,811,699,39,0
946794,1659,800,821,38,0
946838,1747,889,825,33,0
946897,1745,869,813,63,0
947024,1743,791,891,61,0
947178,1327,626,665,36,0
947218,1247,596,620,31,0
947223,1226,621,579,26,0
947403,1069,507,540,22,0
947412,1107,521,558,28,0
947577,1193,576,587,30,0
947916,1401,654,691,56,0
947968,1435,675,706,54,0
947971,1425,679,698,48,0
947998,1392,653,702,37,0
948349,1203,599,570,34,0
948450,1267,616,627,24,0
948494,1336,653,657,26,0
948510,1274,620,623,31,0
948548,1365,587,750,28,0
948678,1457,685,730,42,0
948920,1432,700,702,30,0
949385,1407,692,685,30,0
949454,1301,627,639,35,0
949789,1402,689,670,43,0
949825,1521,734,751,36,0
949910,1438,737,664,37,0
949927,1448,738,668,42,0
949961,1436,711,675,50,0
950078,1596,798,762,36,0
950307,1519,708,766,45,0
950368,1523,708,781,34,0
950411,1471,693,734,44,0
950700,1434,654,737,43,0
950760,1452,715,690,47,0
951086,1245,609,603,33,0
951132,1135,574,520,41,0
951669,1372,645,693,34,0
952270,1412,664,701,47,0
952329,1419,674,703,42,0
953287,1363,681,639,43,0
955099,1521,719,755,47,0
955169,1461,709,709,43,0
955293,1225,558,643,24,0
955620,1596,745,801,50,0
955831,1502,758,699,45,0
955955,1216,656,539,21,0
956195,1698,830,827,41,0
956399,1328,639,661,28,0
956402,1329,637,658,34,0
956718,1314,661,622,31,0
956734,1276,630,610,36,0
956957,1444,681,717,46,0
957146,1501,710,754,37,0
957185,1411,690,677,44,0
957311,1691,810,828,53,0
957317,1663,833,771,59,0
957329,1705,796,842,67,0
957342,1740,831,837,72,0
957420,1806,858,874,74,0
957495,1456,775,629,52,0
957741,1596,807,755,34,0
958319,1528,745,729,54,0
958391,1482,701,748,33,0
958608,1409,688,697,24,0
958762,1556,808,705,43,0
959248,1182,548,597,37,0
959287,1219,573,616,30,0
959371,1192,562,598,32,0
959478,1339,641,664,34,0
959837,1352,667,644,41,0
960058,1460,708,713,39,0
960101,1527,776,717,34,0
960220,1647,713,900,34,0
960374,1380,637,690,53,0
960721,1394,644,695,55,0
961848,1263,621,608,34,0
961937,1188,563,597,28,0
962545,1192,602,561,29,0
963747,1429,651,742,36,0
963777,1636,752,822,62,0
963807,1649,744,847,58,0
963817,1609,707,854,48,0
963910,1518,725,741,52,0
964406,1338,636,672,30,0
965755,1350,645,665,40,0
965951,1254,583,640,31,0
966228,1382,683,664,35,0
966497,879,289,567,23,0
966504,80,77,2,1,0
966614,1229,568,626,35,0
966626,1310,608,666,36,0
966662,1381,666,672,43,0
966686,1310,618,642,50,0
966952,1216,596,587,33,0
966953,1230,580,616,34,0
966980,1253,598,624,31,0
967004,1281,622,622,37,0
967019,1281,633,616,32,0
967037,1282,649,602,31,0
967787,1675,777,845,53,0
967934,1429,643,753,33,0
968331,1378,624,711,43,0
968466,1342,583,720,39,0
969384,1307,661,618,28,0
969561,1321,604,679,38,0
969643,1319,619,666,34,0
969959,1476,688,743,45,0
970244,1316,617,665,34,0
970293,1422,692,685,45,0
970434,1509,761,707,41,0
970494,1599,817,737,45,0
970658,1287,602,651,34,0
970665,1289,602,654,33,0
970880,1385,651,701,33,0
971073,1623,758,809,56,0
971703,1452,650,754,48,0
971728,1495,683,763,49,0
971787,1637,793,792,52,0
971873,1648,808,785,55,0
971904,1597,733,810,54,0
972096,1372,637,688,47,0
972240,1177,589,562,26,0
972465,1188,587,569,32,0
972510,1228,623,571,34,0
972540,1338,644,645,49,0
972927,1916,939,915,62,0
973026,2145,1062,1003,80,0
973128,1363,642,684,37,0
973161,1362,665,654,43,0
973182,1418,687,681,50,0
973794,1195,580,578,37,0
973974,1477,735,689,53,0
974090,1747,815,879,53,0
974630,1343,692,616,35,0
974632,1367,698,633,36,0
974689,1272,614,621,37,0
974731,1302,678,576,48,0
974990,1403,680,680,43,0
975090,1431,675,735,21,0
975108,1436,688,716,32,0
975126,1417,675,702,40,0
975354,1407,668,699,40,0
975612,1826,857,894,75,0
975702,1949,962,910,77,0
975772,1763,860,854,49,0
976174,1528,737,739,52,0
976264,1475,694,734,47,0
977181,1559,730,787,42,0
977306,1422,680,704,38,0
977428,1402,655,712,35,0
977485,1350,606,708,36,0
977767,1459,689,724,46,0
978043,1285,646,614,25,0
978384,1379,659,675,45,0
978570,1399,657,713,29,0
978598,1419,655,727,37,0
978636,1428,642,745,41,0
978778,1432,696,703,33,0
978959,1377,710,629,38,0
979492,1505,720,736,49,0
979529,1495,718,732,45,0
979539,1480,728,714,38,0
979584,1393,689,671,33,0
979668,1298,626,643,29,0
979786,1191,595,566,30,0
979805,1141,575,543,23,0
979813,1109,564,518,27,0
979844,1055,526,508,21,0
979873,1034,520,494,20,0
979879,1027,508,501,18,0
979891,1003,510,481,12,0
979901,1049,526,497,26,0
979931,1014,522,472,20,0
979973,1045,534,482,29,0
979983,1052,543,488,21,0
980016,1115,574,515,26,0
980072,1214,596,597,21,0
980090,1261,611,632,18,0
980269,1256,614,607,35,0
980341,1207,588,581,38,0
980364,1332,643,658,31,0
980415,1452,706,713,33,0
980428,1464,691,740,33,0
980461,1510,725,740,45,0
980521,1445,718,687,40,0
980614,1490,715,735,40,0
980617,1488,707,736,45,0
980652,1569,772,743,54,0
980706,1404,698,668,38,0
980779,1306,578,681,47,0
980816,1366,611,721,34,0
980844,1373,617,719,37,0
980857,1401,632,729,40,0
980873,1459,668,751,40,0
980906,1505,687,776,42,0
980919,1528,696,796,36,0
980934,1527,670,802,55,0
980935,1517,662,803,52,0
981066,1419,631,757,31,0
981071,1399,598,775,26,0
981074,1387,605,759,23,0
981075,1383,602,759,22,0
981087,1306,589,696,21,0
981096,1247,559,668,20,0
981112,1144,492,631,21,0
981139,1017,350,651,16,0
981146,952,289,646,17,0
981149,979,292,677,10,0
981159,927,225,692,10,0
981160,916,215,690,11,0
986021,0,0,0,0,0
986106,144,0,0,0,144
987352,5,4,0,1,0
992325,1,1,0,0,0
992797,1464,760,674,30,0
992912,1568,766,761,41,0
993020,1475,623,809,43,0
993025,1481,637,815,29,0
993026,1478,636,803,39,0
993060,1612,779,794,39,0
993078,1459,752,665,42,0
993128,1431,681,710,40,0
993190,1400,655,704,41,0
993297,1488,700,742,46,0
993303,1487,689,760,38,0
993336,1542,724,770,48,0
993362,1466,686,747,33,0
993715,1252,595,621,36,0
993979,1605,774,780,51,0
994007,1484,750,688,46,0
994023,1409,579,787,43,0
994124,1319,627,668,24,0
994230,1367,652,691,24,0
994605,1446,694,703,49,0
994719,1370,638,695,37,0
995637,1419,702,676,41,0
995820,1197,561,602,34,0
995837,1282,633,621,28,0
995898,1303,631,631,41,0
996015,1335,613,685,37,0
996022,1343,609,692,42,0
996542,1360,642,690,28,0
996692,1451,657,756,38,0
996740,1445,663,757,25,0
997121,1357,660,663,34,0
997278,1303,660,601,42,0
997472,1509,716,744,49,0
997511,1404,659,713,32,0
997571,1266,602,636,28,0
998004,1338,678,631,29,0
998350,1474,765,676,33,0
998484,1511,769,707,35,0
998627,1804,937,815,52,0
998628,1802,935,821,46,0
998630,1791,936,804,51,0
998631,1767,897,818,52,0
998635,1790,933,794,63,0
998658,1914,1071,773,70,0
998676,1680,853,781,46,0
998712,1657,841,759,57,0
998725,1706,884,768,54,0
998786,1615,862,697,56,0
998821,1625,880,697,48,0
998825,1691,896,754,41,0
998841,1800,932,791,77,0
999271,1266,608,627,31,0
999384,1379,635,709,35,0
999432,1427,665,727,35,0
999505,1507,738,726,43,0
999724,1259,583,645,31,0
999930,1186,558,602,26,0
1000380,1311,604,666,41,0
1001617,1566,746,776,44,0
1001983,1365,646,694,25,0
1002119,1749,816,880,53,0
1002178,1737,835,860,42,0
1002467,1533,767,720,46,0
1002837,1527,767,712,48,0
1003263,1453,706,695,52,0
1003272,1438,701,686,51,0
1003376,1469,693,731,45,0
1003693,1531,738,757,36,0
1003798,1567,753,767,47,0
1003812,1567,750,781,36,0
1003824,1574,771,766,37,0
1003851,1517,775,702,40,0
1003950,1400,697,669,34,0
1004468,1320,654,635,31,0
1004480,1299,635,637,27,0
1005656,1562,751,764,47,0
1006085,1327,636,659,32,0
1006510,1416,699,680,37,0
1006529,1446,694,718,34,0
1006661,1505,713,741,51,0
1007012,1243,580,628,35,0
1007021,1219,560,621,38,0
1007159,1391,667,684,40,0
1007414,1467,711,717,39,0
1007597,1634,795,796,43,0
1007834,1592,763,791,38,0
1008485,1456,682,735,39,0
1008800,1015,821,192,2,0
1008843,1477,692,738,47,0
1008848,1525,741,743,41,0
1008896,1565,770,768,27,0
1009126,1620,748,840,32,0
1009135,1581,738,805,38,0
1009143,1626,752,830,44,0
1009163,1578,718,818,42,0
1009315,2070,1003,995,72,0
1009558,1960,930,950,80,0
1009761,1434,632,760,42,0
1009914,1546,744,769,33,0
1009977,1599,773,795,31,0
1010028,1587,754,793,40,0
1010069,1562,727,797,38,0
1010115,1544,737,780,27,0
1010124,1580,743,810,27,0
1010810,1484,700,742,42,0
1011936,1450,670,736,44,0
1011970,1448,702,693,53,0
1012657,1316,676,603,37,0
1013236,1440,662,740,38,0
1013385,1160,517,608,35,0
1013924,1320,656,623,41,0
1015219,1345,653,653,39,0
1015572,1274,623,616,35,0
1016050,1387,673,667,47,0
1016717,927,493,404,30,0
1017610,1213,582,604,27,0
1018330,1158,555,585,18,0
1022417,1495,716,720,59,0
1028509,1190,623,547,20,0
1036067,1594,772,774,48,0
1036179,1532,712,786,34,0
1036857,1591,735,805,51,0
1037205,1733,816,858,59,0
1037347,1581,773,748,60,0
1039385,1548,755,760,33,0
1039745,1413,666,705,42,0
1040939,1415,697,679,39,0
1044571,1517,695,787,35,0
1044635,1414,659,717,38,0
1044663,1437,650,749,38,0
1045331,1454,661,764,29,0
1046726,1332,608,691,33,0
1047046,1346,610,700,36,0
1047131,1340,618,680,42,0
1047299,1234,572,630,32,0
1049568,1408,700,668,40,0
1051307,1205,625,548,32,0
1051340,1223,630,562,31,0
1051341,1215,626,555,34,0
1051356,1236,656,554,26,0
1051370,1227,633,569,25,0
1051452,1258,617,615,26,0
1051506,1237,577,617,43,0
1052765,1236,591,603,42,0
1052996,1424,693,686,45,0
1053054,1479,756,672,51,0
1053228,1403,718,642,43,0
1053286,1311,654,624,33,0
1053397,1176,572,569,35,0
1053528,1197,591,569,37,0
1053747,1443,690,717,36,0
1053796,1584,849,698,37,0
1053820,1589,875,679,35,0
1053946,1437,694,701,42,0
1054023,1345,704,604,37,0
1054225,1444,699,700,45,0
1054452,1566,754,766,46,0
1054523,1523,739,733,51,0
1054527,1505,738,723,44,0
1054662,1357,674,637,46,0
1054717,1365,690,642,33,0
1054765,1072,425,624,23,0
1055184,1435,694,706,35,0
1055277,1418,659,716,43,0
1055412,1421,653,723,45,0
1055562,1132,518,586,28,0
1055660,1424,699,675,50,0
1055678,1375,676,650,49,0
1055826,1527,701,785,41,0
1055934,1506,681,782,43,0
1055999,1583,780,761,42,0
1056028,1572,768,760,44,0
1056052,1539,779,720,40,0
1056097,1584,809,725,50,0
1056116,1606,885,680,41,0
1056128,1601,871,693,37,0
1056271,1772,895,815,62,0
1056272,1792,879,856,57,0
1056299,1827,895,867,65,0
1056324,1799,886,850,63,0
1056448,1554,769,740,45,0
1056963,1177,625,528,24,0
1057123,1147,556,552,39,0
1057366,1179,561,586,32,0
1057426,1202,563,611,28,0
1057517,1205,540,634,31,0
1057526,1184,530,627,27,0
1057573,1195,527,634,34,0
1057601,1165,502,622,41,0
1057603,1155,508,610,37,0
1057627,1207,548,629,30,0
1057712,1170,515,620,35,0
1057776,1190,530,639,21,0
1057799,1243,550,662,31,0
1057818,1190,516,644,30,0
1057855,1168,544,610,14,0
1057856,1174,523,631,20,0
1057925,1276,563,695,18,0
1057986,1383,606,750,27,0
1058083,1309,567,710,32,0
1058179,1303,608,648,47,0
1058335,1450,746,670,34,0
1058545,1457,726,674,57,0
1058617,1322,637,629,56,0
1058864,1484,703,751,30,0
1059080,1497,744,717,36,0
1059094,1434,708,696,30,0
1059399,1606,811,750,45,0
1059459,1481,745,696,40,0
1059662,1406,637,727,42,0
1059954,1588,676,857,55,0
1059983,1657,748,854,55,0
1060010,1642,752,832,58,0
1065086,1060,499,542,19,0
1065887,1233,608,595,30,0
1066164,1604,765,770,69,0
1066882,1334,636,661,37,0
1067784,1422,686,695,41,0
1069087,1717,839,837,41,0
1071150,1265,596,631,38,0
1071246,1017,494,495,28,0
1071771,1458,685,740,33,0
1075948,1116,521,563,32,0
1077718,1345,650,668,27,0
1077851,1583,777,750,56,0
1079630,1315,620,659,36,0
1082851,1297,652,620,25,0
1089460,1520,697,779,44,0
1111983,1341,662,639,40,0
1142622,1766,909,806,51,0
1143051,1231,592,613,26,0
1143495,1489,718,725,46,0
1143696,1432,697,691,44,0
1143728,1383,628,722,33,0
1143750,1446,684,714,48,0
1143783,1347,675,631,41,0
1143822,1363,673,653,37,0
1143838,1378,648,691,39,0
1143894,1396,689,678,29,0
1144083,1460,680,726,54,0
1144305,1672,789,836,47,0
1144484,1521,714,770,37,0
1145144,1926,948,908,70,0
1145235,1546,722,779,45,0
1145628,1385,648,706,31,0
1146092,1345,636,663,46,0
1146161,1462,701,724,37,0
1146279,1378,615,725,38,0
1146376,1336,627,670,39,0
1146477,1269,620,611,38,0
1146894,1303,617,641,45,0
1147285,1389,710,645,34,0
1147320,1462,725,704,33,0
1147489,1564,754,771,39,0
1147580,1601,767,786,48,0
1147805,1613,803,764,46,0
1147847,1523,748,728,47,0
1147937,1455,717,687,51,0
1147951,1410,689,683,38,0
1148075,1435,680,721,34,0
1148435,1436,710,682,44,0
1148558,1320,653,646,21,0
1148573,1252,567,652,33,0
1148689,1397,634,707,56,0
1148726,1360,620,689,51,0
1148912,1224,575,608,41,0
1149107,1351,685,627,39,0
1149128,1452,682,708,62,0
1149368,1377,626,696,55,0
1149478,1427,655,722,50,0
1149488,1443,653,745,45,0
1149565,1439,661,741,37,0
1149761,1371,666,673,32,0
1149762,1382,676,677,29,0
1149773,1408,702,672,34,0
1149909,1446,717,684,45,0
1150131,1200,597,576,27,0
1150196,1274,595,646,33,0
1150248,1313,635,631,47,0
1150352,1233,593,605,35,0
1150413,1250,598,627,25,0
1150452,1345,614,691,40,0
1150562,1396,677,694,25,0
1150605,1431,704,698,29,0
1150620,1467,737,695,35,0
1150675,1470,791,644,35,0
1150691,1497,788,666,43,0
1150776,1514,780,690,44,0
1150827,1398,649,695,54,0
1150828,1417,690,671,56,0
1150963,1510,811,658,41,0
1150964,1521,801,680,40,0
1151001,1442,764,641,37,0
1151048,1323,659,631,33,0
1151056,1329,659,637,33,0
1151094,1267,607,630,30,0
1151115,1176,545,605,26,0
1151324,528,249,273,6,0
1151661,933,332,583,18,0
1151759,1273,621,624,28,0
1151799,1312,647,641,24,0
1151893,1412,675,703,34,0
1152100,1346,655,655,36,0
1152109,1348,657,647,44,0
1152478,1311,626,647,38,0
1152705,1228,590,615,23,0
1152946,1235,595,603,37,0
1153009,1287,629,620,38,0
1153171,1298,638,630,30,0
1153177,1226,605,590,31,0
1153303,1186,558,598,30,0
1153699,1344,661,654,29,0
1153966,1396,673,689,34,0
1154321,896,580,310,6,0
1154468,455,177,276,2,0
1155571,0,0,0,0,0
1155578,2,2,0,0,0
1156050,1649,744,847,58,0
1156180,1540,792,699,49,0
1156234,1626,831,748,47,0
1156298,1439,732,663,44,0
1156299,1382,666,676,40,0
1156399,1461,757,641,63,0
1156406,1513,753,700,60,0
